k,type,score,label
2,Kmeans,0.191358,1
2,Kmeans,0.37981,1
2,Kmeans,0.37828,1
2,Kmeans,0.444416,1
2,Kmeans,0.386939,1
2,Kmeans,-0.076692,0
2,Kmeans,0.333394,1
2,Kmeans,0.00726,0
2,Kmeans,0.285011,1
2,Kmeans,0.070953,0
2,Kmeans,0.237835,0
2,Kmeans,0.078165,0
2,Kmeans,0.430757,1
2,Kmeans,0.419918,1
2,Kmeans,0.356002,1
2,Kmeans,0.145744,1
2,Kmeans,0.296587,1
2,Kmeans,0.381426,1
2,Kmeans,0.172864,0
2,Kmeans,0.214919,0
2,Kmeans,0.242084,1
2,Kmeans,0.397537,1
2,Kmeans,-0.107398,0
2,Kmeans,0.104468,1
2,Kmeans,0.368861,1
2,Kmeans,0.141631,1
2,Kmeans,0.226828,1
2,Kmeans,0.353798,1
2,Kmeans,0.023514,0
2,Kmeans,0.420001,1
2,Kmeans,0.438361,1
2,Kmeans,0.430757,1
2,Kmeans,0.298692,1
2,Kmeans,0.365684,1
2,Kmeans,0.22734,1
2,Kmeans,0.330743,1
2,Kmeans,0.381431,1
2,Kmeans,-0.115965,0
2,Kmeans,-0.015515,0
2,Kmeans,0.362346,1
2,Kmeans,0.400735,1
2,Kmeans,0.232941,1
2,Kmeans,0.123837,0
2,Kmeans,0.212284,0
2,Kmeans,0.045301,0
2,Kmeans,0.090423,1
2,Kmeans,0.026106,0
2,Kmeans,0.197241,1
2,Kmeans,0.274073,1
2,Kmeans,0.397678,1
2,Kmeans,0.307422,1
2,Kmeans,0.434489,1
2,Kmeans,0.196323,1
2,Kmeans,0.422493,1
2,Kmeans,0.227771,1
2,Kmeans,0.15393,0
2,Kmeans,0.37756,1
2,Kmeans,0.36135,1
2,Kmeans,0.387592,1
2,Kmeans,0.295115,1
2,Kmeans,0.229418,0
2,Kmeans,-0.029278,0
2,Kmeans,0.399432,1
2,Kmeans,0.243913,1
2,Kmeans,0.349301,1
2,Kmeans,0.384778,1
2,Kmeans,0.148188,0
2,Kmeans,0.088981,1
2,Kmeans,0.412066,1
2,Kmeans,0.309224,1
2,Kmeans,0.207887,0
2,Kmeans,0.413509,1
2,Kmeans,0.339102,1
2,Kmeans,0.402027,1
2,Kmeans,0.400626,1
2,Kmeans,0.43356,1
2,Kmeans,-0.008136,0
2,Kmeans,0.370288,1
2,Kmeans,0.402164,1
2,Kmeans,0.435035,1
2,Kmeans,0.371286,1
2,Kmeans,-0.148257,0
2,Kmeans,0.355682,1
2,Kmeans,0.282656,1
2,Kmeans,0.440702,1
2,Kmeans,0.160848,0
2,Kmeans,0.161553,0
2,Kmeans,0.419887,1
2,Kmeans,0.407133,1
2,Kmeans,0.422547,1
2,Kmeans,0.360186,1
2,Kmeans,0.192505,1
2,Kmeans,0.268747,1
2,Kmeans,0.270623,1
2,Kmeans,0.226093,1
2,Kmeans,0.246875,1
2,Kmeans,0.408722,1
2,Kmeans,-0.000463,0
2,Kmeans,0.392096,1
2,Kmeans,0.070791,0
2,Kmeans,-0.09083,0
2,Kmeans,-0.070942,0
2,Kmeans,0.260507,1
2,Kmeans,0.35995,1
2,Kmeans,0.163178,0
2,Kmeans,0.346286,1
2,Kmeans,0.353703,1
2,Kmeans,0.38314,1
2,Kmeans,0.441429,1
2,Kmeans,0.336915,1
2,Kmeans,0.417597,1
2,Kmeans,0.370803,1
2,Kmeans,0.219971,1
2,Kmeans,0.24936,1
2,Kmeans,0.247777,1
2,Kmeans,0.278647,1
2,Kmeans,0.212804,0
2,Kmeans,0.371366,1
2,Kmeans,0.433393,1
2,Kmeans,0.003417,0
2,Kmeans,0.419944,1
2,Kmeans,-0.080248,0
2,Kmeans,-0.017153,0
2,Kmeans,0.288672,1
2,Kmeans,0.425882,1
2,Kmeans,0.355682,1
2,Kmeans,0.166278,1
2,Kmeans,0.414969,1
2,Kmeans,0.376505,1
2,Kmeans,0.210184,1
2,Kmeans,0.408979,1
2,Kmeans,0.423114,1
2,Kmeans,0.048444,0
2,Kmeans,0.392012,1
2,Kmeans,0.302851,1
2,Kmeans,0.255647,1
2,Kmeans,0.197189,0
2,Kmeans,0.183405,1
2,Kmeans,0.410218,1
2,Kmeans,0.198004,1
2,Kmeans,0.068993,1
2,Kmeans,0.425691,1
2,Kmeans,0.13095,0
2,Kmeans,0.349061,1
2,Kmeans,0.29677,1
2,Kmeans,0.262422,1
2,Kmeans,0.318772,1
2,Kmeans,0.417813,1
2,Kmeans,0.23375,1
2,Kmeans,0.311269,1
2,Kmeans,-0.146509,0
2,Kmeans,0.189539,0
2,Kmeans,0.273934,1
2,Kmeans,0.304408,1
2,Kmeans,0.423192,1
2,Kmeans,0.407133,1
2,Kmeans,0.317537,1
2,Kmeans,0.096838,1
2,Kmeans,0.38314,1
2,Kmeans,0.382556,1
2,Kmeans,0.294214,1
2,Kmeans,0.34654,1
2,Kmeans,0.382716,1
2,Kmeans,0.399468,1
2,Kmeans,0.205867,1
2,Kmeans,-0.015515,0
2,Kmeans,0.394978,1
2,Kmeans,0.296587,1
2,Kmeans,0.090622,1
2,Kmeans,0.231642,1
2,Kmeans,0.285205,1
2,Kmeans,0.159955,0
2,Kmeans,0.312351,1
2,Kmeans,0.309909,1
2,Kmeans,0.034992,1
2,Kmeans,0.422893,1
2,Kmeans,0.178636,0
2,Kmeans,0.286886,1
2,Kmeans,0.226026,0
2,Kmeans,0.24514,1
2,Kmeans,0.160364,1
2,Kmeans,0.274572,1
2,Kmeans,0.208842,1
2,Kmeans,0.00719,0
2,Kmeans,0.432453,1
2,Kmeans,0.358011,1
2,Kmeans,0.006895,0
2,Kmeans,0.312124,1
2,Kmeans,0.012635,0
2,Kmeans,0.339049,1
2,Kmeans,0.262321,1
2,Kmeans,-0.105617,0
2,Kmeans,-0.042089,0
2,Kmeans,0.382607,1
2,Kmeans,0.395744,1
2,Kmeans,0.386939,1
2,Kmeans,0.42204,1
2,Kmeans,0.423871,1
2,Kmeans,0.115049,0
2,Kmeans,0.350865,1
2,Kmeans,-0.087054,0
2,Kmeans,0.415314,1
2,Kmeans,0.275811,1
2,Kmeans,0.20563,1
2,Kmeans,0.402511,1
2,Kmeans,0.392096,1
2,Kmeans,0.250996,1
2,Kmeans,-0.161077,0
2,Kmeans,0.387467,1
2,Kmeans,0.017384,0
2,Kmeans,0.395312,1
2,Kmeans,0.405741,1
2,Kmeans,0.249589,1
2,Kmeans,0.135944,0
2,Kmeans,-0.092743,0
2,Kmeans,0.25446,1
2,Kmeans,0.228016,0
2,Kmeans,0.414077,1
2,Kmeans,-0.038224,0
2,Kmeans,0.360051,1
2,Kmeans,0.40856,1
2,Kmeans,0.430757,1
2,Kmeans,0.274073,1
2,Kmeans,0.394076,1
2,Kmeans,0.201489,1
2,Kmeans,0.210613,0
2,Kmeans,0.310572,1
2,Kmeans,0.304563,1
2,Kmeans,0.423499,1
2,Kmeans,0.247127,1
2,Kmeans,0.355678,1
2,Kmeans,0.393511,1
2,Kmeans,0.277919,1
2,Kmeans,0.170703,1
2,Kmeans,0.411076,1
2,Kmeans,0.402027,1
2,Kmeans,0.312805,1
2,Kmeans,0.084789,1
2,Kmeans,-0.046885,0
2,Kmeans,0.161265,1
2,Kmeans,0.352478,1
2,Kmeans,0.294342,1
2,Kmeans,0.131254,0
2,Kmeans,-0.085036,0
2,Kmeans,0.25185,1
2,Kmeans,0.310002,1
2,Kmeans,0.03803,0
2,Kmeans,-0.094768,0
2,Kmeans,0.205255,1
2,Kmeans,0.353703,1
2,Kmeans,-0.009124,0
2,Kmeans,0.244012,1
2,Kmeans,0.377571,1
2,Kmeans,0.114691,0
2,Kmeans,0.394653,1
2,Kmeans,-0.004489,0
2,Kmeans,0.419111,1
2,Kmeans,0.293241,1
2,Kmeans,0.37756,1
2,Kmeans,0.430056,1
2,Kmeans,0.278792,1
2,Kmeans,0.205523,1
2,Kmeans,0.216031,1
2,Kmeans,0.205392,1
2,Kmeans,0.402027,1
2,Kmeans,0.430757,1
2,Kmeans,0.209572,1
2,Kmeans,0.056466,0
2,Kmeans,0.376299,1
2,Kmeans,0.147833,1
2,Kmeans,0.234405,0
2,Kmeans,0.347703,1
2,Kmeans,0.242084,1
2,Kmeans,0.390223,1
2,Kmeans,0.37556,1
2,Kmeans,0.343482,1
2,Kmeans,0.276204,1
2,Kmeans,0.326935,1
2,Kmeans,-0.085036,0
2,Kmeans,0.404608,1
2,Kmeans,0.386154,1
2,Kmeans,0.193822,1
2,Kmeans,-0.100078,0
2,Kmeans,0.025604,0
2,Kmeans,0.391265,1
2,Kmeans,0.37007,1
2,Kmeans,0.429526,1
2,Kmeans,0.44422,1
2,Kmeans,0.081018,0
2,Kmeans,0.324552,1
2,Kmeans,0.364987,1
2,Kmeans,0.29677,1
2,Kmeans,0.300159,1
2,Kmeans,0.227679,1
2,Kmeans,0.427524,1
2,Kmeans,0.213439,1
2,Kmeans,0.103037,1
2,Kmeans,0.212474,0
2,Kmeans,0.252428,1
2,Kmeans,0.139391,0
2,Kmeans,0.353247,1
2,Kmeans,0.279426,1
2,Kmeans,0.187915,1
2,Kmeans,0.240807,1
2,Kmeans,0.21705,1
2,Kmeans,0.180155,1
2,Kmeans,0.288014,1
2,Kmeans,0.201365,1
2,Kmeans,0.397537,1
2,Kmeans,0.21923,0
2,Kmeans,0.234897,1
2,Kmeans,0.155958,1
2,Kmeans,-0.035401,0
2,Kmeans,0.353703,1
2,Kmeans,0.157964,1
2,Kmeans,0.24581,1
2,Kmeans,0.393928,1
2,Kmeans,0.430757,1
2,Kmeans,0.104402,0
2,Kmeans,0.441685,1
2,Kmeans,0.130668,1
2,Kmeans,0.352423,1
2,Kmeans,0.339825,1
2,Kmeans,0.42204,1
2,Kmeans,0.242084,1
2,Kmeans,0.36135,1
2,Kmeans,0.29677,1
2,Kmeans,0.318097,1
2,Kmeans,0.302579,1
2,Kmeans,0.224384,1
2,Kmeans,0.381362,1
2,Kmeans,0.381431,1
2,Kmeans,0.242206,1
2,Kmeans,0.262678,1
2,Kmeans,0.378166,1
2,Kmeans,-0.073584,0
2,Kmeans,0.267603,1
2,Kmeans,0.184101,1
2,Kmeans,0.424947,1
2,Kmeans,0.122893,0
2,Kmeans,0.340594,1
2,Kmeans,0.255122,1
2,Kmeans,0.435035,1
2,Kmeans,0.397928,1
2,Kmeans,0.350186,1
2,Kmeans,0.367721,1
2,Kmeans,0.274849,1
2,Kmeans,0.456989,1
2,Kmeans,0.087637,1
2,Kmeans,0.42563,1
2,Kmeans,0.034802,0
2,Kmeans,0.382716,1
2,Kmeans,0.106083,0
2,Kmeans,0.403393,1
2,Kmeans,2.8e-05,0
2,Kmeans,0.407133,1
2,Kmeans,0.351555,1
2,Kmeans,0.454317,1
2,Kmeans,0.283305,1
2,Kmeans,0.153235,1
2,Kmeans,0.131737,0
2,Kmeans,0.406413,1
2,Kmeans,0.394957,1
2,Kmeans,0.216908,1
2,Kmeans,0.43602,1
2,Kmeans,0.415314,1
2,Kmeans,0.381978,1
2,Kmeans,0.004254,0
2,Kmeans,0.435994,1
2,Kmeans,0.355678,1
2,Kmeans,-0.050473,0
2,Kmeans,0.440702,1
2,Kmeans,0.242084,1
2,Kmeans,0.174153,1
2,Kmeans,0.282701,1
2,Kmeans,0.394653,1
2,Kmeans,0.331796,1
2,Kmeans,0.389925,1
2,Kmeans,0.383315,1
2,Kmeans,0.002322,0
2,Kmeans,-0.05168,0
2,Kmeans,0.445574,1
2,Kmeans,0.267658,1
2,Kmeans,0.454317,1
2,Kmeans,0.43581,1
2,Kmeans,0.397848,1
2,Kmeans,0.218596,1
2,Kmeans,0.27654,1
2,Kmeans,0.430757,1
2,Kmeans,0.272502,1
2,Kmeans,0.404608,1
2,Kmeans,0.354728,1
2,Kmeans,0.077813,1
2,Kmeans,0.302534,1
2,Kmeans,0.162354,1
2,Kmeans,0.404168,1
2,Kmeans,0.421089,1
2,Kmeans,-0.078656,0
2,Kmeans,0.387399,1
2,Kmeans,0.370528,1
2,Kmeans,0.386939,1
2,Kmeans,0.310527,1
2,Kmeans,0.226052,1
2,Kmeans,0.007392,0
2,Kmeans,0.440702,1
2,Kmeans,0.139378,1
2,Kmeans,-0.111194,0
2,Kmeans,-0.083495,0
2,Kmeans,0.319345,1
2,Kmeans,0.430757,1
2,Kmeans,0.378767,1
2,Kmeans,-0.045478,0
2,Kmeans,0.277207,1
2,Kmeans,0.369942,1
2,Kmeans,0.353703,1
2,Kmeans,0.372718,1
2,Kmeans,0.29677,1
2,Kmeans,0.360655,1
2,Kmeans,0.351992,1
2,Kmeans,0.411076,1
2,Kmeans,0.191165,1
2,Kmeans,-0.113311,0
2,Kmeans,0.151067,0
2,Kmeans,0.386939,1
2,Kmeans,0.448856,1
2,Kmeans,0.318013,1
2,Kmeans,0.064449,0
2,Kmeans,0.264621,1
2,Kmeans,0.282506,1
2,Kmeans,0.07979,0
2,Kmeans,0.397536,1
2,Kmeans,0.301061,1
2,Kmeans,-0.019669,0
2,Kmeans,0.274073,1
2,Kmeans,0.207772,0
2,Kmeans,0.01623,0
2,Kmeans,0.221738,1
2,Kmeans,0.384947,1
2,Kmeans,0.176073,1
2,Kmeans,0.254148,1
2,Kmeans,0.322656,1
2,Kmeans,0.19744,0
2,Kmeans,0.130919,0
2,Kmeans,0.423192,1
2,Kmeans,0.041168,0
2,Kmeans,0.386939,1
2,Kmeans,0.066311,0
2,Kmeans,0.174637,1
2,Kmeans,0.24803,1
2,Kmeans,0.431505,1
2,Kmeans,0.212821,1
2,Kmeans,-0.014283,0
2,Kmeans,0.107072,0
2,Kmeans,0.427305,1
2,Kmeans,0.331796,1
2,Kmeans,0.31057,1
2,Kmeans,0.197806,1
2,Kmeans,0.430757,1
2,Kmeans,0.074647,1
2,Kmeans,0.409249,1
2,Kmeans,0.109813,1
2,Kmeans,0.073995,1
2,Kmeans,0.123323,1
2,Kmeans,0.341341,1
2,Kmeans,0.256504,1
2,Kmeans,0.37007,1
2,Kmeans,0.256223,1
2,Kmeans,0.144036,1
2,Kmeans,0.007218,0
2,Kmeans,0.390446,1
2,Kmeans,0.208731,1
2,Kmeans,0.362346,1
2,Kmeans,0.366213,1
2,Kmeans,0.385632,1
2,Kmeans,0.394978,1
2,Kmeans,0.029506,0
2,Kmeans,0.239677,1
2,Kmeans,0.146282,0
2,Kmeans,0.407262,1
2,Kmeans,0.258811,1
2,Kmeans,-0.129229,0
2,Kmeans,0.299831,1
2,Kmeans,0.176854,1
2,Kmeans,-0.050837,0
2,Kmeans,0.228028,1
2,Kmeans,0.382031,1
2,Kmeans,0.361955,1
2,Kmeans,0.336621,1
2,Kmeans,0.298198,1
2,Kmeans,0.398446,1
2,Kmeans,0.430757,1
2,Kmeans,0.374574,1
2,Kmeans,0.341664,1
2,Kmeans,0.399432,1
2,Kmeans,0.365616,1
2,Kmeans,0.438352,1
2,Kmeans,0.404302,1
2,Kmeans,0.413083,1
2,Kmeans,0.240392,1
2,Kmeans,0.29486,1
2,Kmeans,0.276071,1
2,Kmeans,0.223564,1
2,Kmeans,0.31183,1
2,Kmeans,0.311844,1
2,Kmeans,0.260795,1
2,Kmeans,0.393511,1
2,Kmeans,0.397537,1
2,Kmeans,-0.005019,0
2,Kmeans,0.288393,1
2,Kmeans,0.158079,0
2,Kmeans,0.242084,1
2,Kmeans,0.251085,0
2,Kmeans,0.183656,0
2,Kmeans,0.071452,0
2,Kmeans,0.388546,1
2,Kmeans,0.23286,1
2,Kmeans,0.15393,0
2,Kmeans,0.344063,1
2,Kmeans,0.148188,0
2,Kmeans,0.197241,1
2,Kmeans,0.226842,1
2,Kmeans,0.083712,1
2,Kmeans,-0.066328,0
2,Kmeans,0.291755,1
2,Kmeans,0.239824,1
2,Kmeans,0.441685,1
2,Kmeans,0.399432,1
2,Kmeans,0.242084,1
2,Kmeans,0.429037,1
2,Kmeans,0.302575,1
2,Kmeans,0.364068,1
2,Kmeans,0.336587,1
2,Kmeans,-0.028145,0
2,Kmeans,0.206744,1
2,Kmeans,0.338454,1
2,Kmeans,0.241513,1
2,Kmeans,0.288533,1
2,Kmeans,0.423192,1
2,Kmeans,0.308639,1
2,Kmeans,0.42014,1
2,Kmeans,0.164828,0
2,Kmeans,0.266161,1
2,Kmeans,0.342931,1
2,Kmeans,0.133522,1
2,Kmeans,0.423416,1
2,Kmeans,0.254999,1
2,Kmeans,0.269491,0
2,Kmeans,0.389485,1
2,Kmeans,0.384887,1
2,Kmeans,0.339825,1
2,Kmeans,0.430757,1
2,Kmeans,0.430757,1
2,Kmeans,0.291609,1
2,Kmeans,0.304531,1
2,Kmeans,0.392096,1
