k,type,score,label
2,Kmeans,0.099477,1
2,Kmeans,0.135394,0
2,Kmeans,0.103308,0
2,Kmeans,0.304022,0
2,Kmeans,0.331372,1
2,Kmeans,0.139157,0
2,Kmeans,0.075378,1
2,Kmeans,0.262075,1
2,Kmeans,0.125179,1
2,Kmeans,0.330073,1
2,Kmeans,0.328561,1
2,Kmeans,0.243253,0
2,Kmeans,0.128401,0
2,Kmeans,0.209165,0
2,Kmeans,0.319039,0
2,Kmeans,0.228888,0
2,Kmeans,0.195383,0
2,Kmeans,0.150005,0
2,Kmeans,0.256625,1
2,Kmeans,0.318006,0
2,Kmeans,0.120871,0
2,Kmeans,0.099626,0
2,Kmeans,0.257567,1
2,Kmeans,0.227023,1
2,Kmeans,0.200896,0
2,Kmeans,0.052545,0
2,Kmeans,0.314903,0
2,Kmeans,0.315287,0
2,Kmeans,0.158471,0
2,Kmeans,0.33241,1
2,Kmeans,0.131509,0
2,Kmeans,0.142747,0
2,Kmeans,0.250557,0
2,Kmeans,0.288557,1
2,Kmeans,0.310356,0
2,Kmeans,0.246481,0
2,Kmeans,0.200487,1
2,Kmeans,0.343757,0
2,Kmeans,0.079115,0
2,Kmeans,0.233116,1
2,Kmeans,0.280651,0
2,Kmeans,0.046432,0
2,Kmeans,0.31524,0
2,Kmeans,0.11251,0
2,Kmeans,0.330288,0
2,Kmeans,0.105651,0
2,Kmeans,0.234931,1
2,Kmeans,0.224552,0
2,Kmeans,0.087531,0
2,Kmeans,0.297101,1
2,Kmeans,0.182057,0
2,Kmeans,0.227764,0
2,Kmeans,0.29365,1
2,Kmeans,0.02849,1
2,Kmeans,0.211896,0
2,Kmeans,0.080744,0
2,Kmeans,0.241498,0
2,Kmeans,0.135804,0
2,Kmeans,0.300464,1
2,Kmeans,0.019186,0
2,Kmeans,0.328172,0
2,Kmeans,0.259703,1
2,Kmeans,0.226308,0
2,Kmeans,0.269037,0
2,Kmeans,0.287941,1
2,Kmeans,0.327476,1
2,Kmeans,0.003932,0
2,Kmeans,0.2982,0
2,Kmeans,0.274572,0
2,Kmeans,0.349189,1
2,Kmeans,0.359958,0
2,Kmeans,0.26115,0
2,Kmeans,0.315888,0
2,Kmeans,0.225921,0
2,Kmeans,0.07779,1
2,Kmeans,0.313663,1
2,Kmeans,0.186059,0
2,Kmeans,0.290256,0
2,Kmeans,0.364864,0
2,Kmeans,0.235544,0
2,Kmeans,0.271741,0
2,Kmeans,0.244533,0
2,Kmeans,0.217696,0
2,Kmeans,0.215595,1
2,Kmeans,0.111531,0
2,Kmeans,0.314457,1
2,Kmeans,0.2415,0
2,Kmeans,0.177067,0
2,Kmeans,0.108366,0
2,Kmeans,0.235962,0
2,Kmeans,0.147717,0
2,Kmeans,0.05635,1
2,Kmeans,0.192687,0
2,Kmeans,0.266156,0
2,Kmeans,0.330748,1
2,Kmeans,0.214754,0
2,Kmeans,0.339786,0
2,Kmeans,0.037218,1
2,Kmeans,0.243166,1
2,Kmeans,0.099111,1
2,Kmeans,0.316841,1
2,Kmeans,0.185828,0
2,Kmeans,0.235901,0
2,Kmeans,0.27182,0
2,Kmeans,0.276864,0
2,Kmeans,0.126767,0
2,Kmeans,0.151243,0
2,Kmeans,0.118121,0
2,Kmeans,0.109507,0
2,Kmeans,0.19057,0
2,Kmeans,0.24105,1
2,Kmeans,0.134187,0
2,Kmeans,0.321944,1
2,Kmeans,0.006895,1
2,Kmeans,0.084965,0
2,Kmeans,0.316894,0
2,Kmeans,0.20141,0
2,Kmeans,0.082971,1
2,Kmeans,0.319347,0
2,Kmeans,0.108646,1
2,Kmeans,0.109544,0
2,Kmeans,0.238611,0
2,Kmeans,0.334159,0
2,Kmeans,0.277146,0
2,Kmeans,0.038176,0
2,Kmeans,0.275985,0
2,Kmeans,0.21489,0
2,Kmeans,0.159669,0
2,Kmeans,0.270674,1
2,Kmeans,0.169714,0
2,Kmeans,0.310031,0
2,Kmeans,0.130569,0
2,Kmeans,0.346735,0
2,Kmeans,0.204208,0
2,Kmeans,0.207684,0
2,Kmeans,0.240524,0
2,Kmeans,0.23036,0
2,Kmeans,0.303693,0
2,Kmeans,0.228135,0
2,Kmeans,0.11307,1
2,Kmeans,0.089051,0
2,Kmeans,0.274381,1
2,Kmeans,0.323059,1
2,Kmeans,0.336465,1
2,Kmeans,0.293869,1
2,Kmeans,0.088891,0
2,Kmeans,0.32621,1
2,Kmeans,0.218642,0
2,Kmeans,0.264394,1
2,Kmeans,0.113419,0
2,Kmeans,0.219668,0
2,Kmeans,0.058082,1
2,Kmeans,0.251087,1
2,Kmeans,0.281326,0
2,Kmeans,0.178067,0
2,Kmeans,0.246427,0
2,Kmeans,0.337172,0
2,Kmeans,0.192752,0
2,Kmeans,0.216679,1
2,Kmeans,0.080735,0
2,Kmeans,0.241478,1
2,Kmeans,0.184984,0
2,Kmeans,0.30395,1
2,Kmeans,0.295227,0
2,Kmeans,0.307533,1
2,Kmeans,0.245621,0
2,Kmeans,0.200454,0
2,Kmeans,0.352112,0
2,Kmeans,0.318176,0
2,Kmeans,0.325546,0
2,Kmeans,0.02988,1
2,Kmeans,0.13378,1
2,Kmeans,0.167081,1
2,Kmeans,0.178027,1
2,Kmeans,0.32306,0
2,Kmeans,0.261631,0
2,Kmeans,0.139531,0
2,Kmeans,0.079798,0
2,Kmeans,0.176458,1
2,Kmeans,0.312631,0
2,Kmeans,0.265892,1
2,Kmeans,0.187542,0
2,Kmeans,0.148547,0
2,Kmeans,0.288463,1
2,Kmeans,0.211766,0
2,Kmeans,0.167592,0
2,Kmeans,0.095174,0
2,Kmeans,0.222046,0
2,Kmeans,0.128587,0
2,Kmeans,0.138982,1
2,Kmeans,0.11819,1
2,Kmeans,0.240574,1
2,Kmeans,0.117851,0
2,Kmeans,0.228076,0
2,Kmeans,0.150843,1
2,Kmeans,0.04809,0
2,Kmeans,0.180864,0
2,Kmeans,0.161408,0
2,Kmeans,0.251831,0
2,Kmeans,0.252178,0
2,Kmeans,0.241121,1
2,Kmeans,0.08049,0
2,Kmeans,0.246544,0
2,Kmeans,0.176941,0
2,Kmeans,0.303636,0
2,Kmeans,0.228535,0
2,Kmeans,0.287928,0
2,Kmeans,0.047381,0
2,Kmeans,0.201548,0
2,Kmeans,0.314377,0
2,Kmeans,0.021549,1
2,Kmeans,0.325267,0
2,Kmeans,0.322052,0
2,Kmeans,0.285338,0
2,Kmeans,0.321117,0
2,Kmeans,0.108375,1
2,Kmeans,0.142928,1
2,Kmeans,0.166472,0
2,Kmeans,0.096306,0
2,Kmeans,0.290232,0
2,Kmeans,0.098275,0
2,Kmeans,0.295227,1
2,Kmeans,0.315321,1
2,Kmeans,0.1604,0
2,Kmeans,0.234426,1
2,Kmeans,0.020207,1
2,Kmeans,0.297708,0
2,Kmeans,0.148276,0
2,Kmeans,0.264769,0
2,Kmeans,0.264278,0
2,Kmeans,0.138574,0
2,Kmeans,0.162368,0
2,Kmeans,0.299131,0
2,Kmeans,0.050994,0
2,Kmeans,0.25785,0
2,Kmeans,0.248116,0
2,Kmeans,0.237433,0
2,Kmeans,0.05123,0
2,Kmeans,0.170618,0
2,Kmeans,0.154642,0
2,Kmeans,0.006793,0
2,Kmeans,0.014028,0
2,Kmeans,0.298323,1
2,Kmeans,0.259916,1
2,Kmeans,0.175436,0
2,Kmeans,0.25192,0
2,Kmeans,0.223326,0
2,Kmeans,0.125637,0
2,Kmeans,0.011226,0
2,Kmeans,0.202287,0
2,Kmeans,0.230009,0
2,Kmeans,0.248235,0
2,Kmeans,0.186124,0
2,Kmeans,0.10058,0
2,Kmeans,0.166857,0
2,Kmeans,0.146608,0
2,Kmeans,0.324712,0
2,Kmeans,0.278501,1
2,Kmeans,0.331098,0
2,Kmeans,0.178591,0
2,Kmeans,0.168506,0
2,Kmeans,0.159572,0
2,Kmeans,0.276652,1
2,Kmeans,0.054213,1
2,Kmeans,0.303292,0
2,Kmeans,-0.001497,0
2,Kmeans,0.113331,1
2,Kmeans,0.036872,0
2,Kmeans,0.313396,0
2,Kmeans,0.155615,1
2,Kmeans,0.170688,1
2,Kmeans,0.135444,0
2,Kmeans,0.235846,0
2,Kmeans,0.301897,0
2,Kmeans,0.065304,1
2,Kmeans,0.168398,0
2,Kmeans,0.295019,0
2,Kmeans,0.160308,0
2,Kmeans,0.115388,0
2,Kmeans,0.062068,0
2,Kmeans,0.163259,0
2,Kmeans,0.166554,0
2,Kmeans,0.241993,1
2,Kmeans,0.210851,0
2,Kmeans,0.195523,0
2,Kmeans,0.22931,0
2,Kmeans,0.179986,0
2,Kmeans,0.32714,0
2,Kmeans,0.22849,0
2,Kmeans,0.17377,1
2,Kmeans,0.137883,1
2,Kmeans,0.109632,0
2,Kmeans,0.323923,0
2,Kmeans,0.175132,0
2,Kmeans,0.112206,0
2,Kmeans,0.257881,1
2,Kmeans,0.187635,0
2,Kmeans,0.045393,0
2,Kmeans,0.087224,1
2,Kmeans,0.289379,0
2,Kmeans,0.106241,1
2,Kmeans,0.187697,0
2,Kmeans,0.331604,1
2,Kmeans,0.316854,0
2,Kmeans,0.316018,0
2,Kmeans,0.161754,0
2,Kmeans,0.279335,1
2,Kmeans,0.342921,1
2,Kmeans,0.332433,0
2,Kmeans,0.219968,0
2,Kmeans,0.324571,0
2,Kmeans,0.190023,0
2,Kmeans,0.126727,1
2,Kmeans,0.348961,1
2,Kmeans,0.300361,0
2,Kmeans,0.20792,1
2,Kmeans,0.223838,0
2,Kmeans,0.122777,0
2,Kmeans,0.066693,0
2,Kmeans,0.164112,1
2,Kmeans,0.306367,0
2,Kmeans,0.313326,0
2,Kmeans,0.283061,0
2,Kmeans,0.289006,0
2,Kmeans,0.158085,0
2,Kmeans,0.148854,1
2,Kmeans,0.305235,1
2,Kmeans,0.166179,0
2,Kmeans,0.019808,1
2,Kmeans,0.252151,0
2,Kmeans,0.242456,0
2,Kmeans,0.323285,0
2,Kmeans,0.121696,0
2,Kmeans,0.330564,1
2,Kmeans,0.273268,1
2,Kmeans,0.146248,1
2,Kmeans,0.302843,1
2,Kmeans,0.228896,0
2,Kmeans,0.316894,0
2,Kmeans,0.280103,1
2,Kmeans,0.32559,0
2,Kmeans,0.01078,0
2,Kmeans,0.3328,1
2,Kmeans,0.121533,0
2,Kmeans,0.30598,0
2,Kmeans,0.222373,0
2,Kmeans,0.22026,0
2,Kmeans,0.228406,0
2,Kmeans,0.189583,0
2,Kmeans,0.14138,1
2,Kmeans,0.225573,1
2,Kmeans,0.232834,1
2,Kmeans,0.103221,0
2,Kmeans,0.14738,0
2,Kmeans,0.250381,1
2,Kmeans,0.247335,0
2,Kmeans,0.197102,0
2,Kmeans,0.322677,1
2,Kmeans,0.134374,0
2,Kmeans,0.216375,0
2,Kmeans,0.282619,0
2,Kmeans,0.214905,0
2,Kmeans,-0.009933,0
2,Kmeans,0.264785,0
2,Kmeans,0.230125,0
2,Kmeans,0.283197,0
2,Kmeans,0.163918,0
2,Kmeans,0.319089,1
2,Kmeans,0.198422,0
2,Kmeans,0.300562,1
2,Kmeans,0.159106,0
2,Kmeans,0.299371,0
2,Kmeans,0.185278,0
2,Kmeans,0.22054,0
2,Kmeans,0.200701,0
2,Kmeans,0.213024,0
2,Kmeans,0.14697,1
2,Kmeans,0.080553,0
2,Kmeans,0.225615,1
2,Kmeans,0.058942,1
2,Kmeans,0.207999,0
2,Kmeans,0.092757,0
2,Kmeans,0.20495,0
2,Kmeans,0.251508,0
2,Kmeans,0.133638,0
2,Kmeans,0.096126,1
2,Kmeans,0.143017,1
2,Kmeans,0.325498,0
2,Kmeans,0.164205,0
2,Kmeans,0.308116,0
2,Kmeans,0.151231,0
2,Kmeans,0.347481,0
2,Kmeans,0.238782,0
2,Kmeans,0.332789,0
2,Kmeans,0.291412,0
2,Kmeans,0.227699,0
2,Kmeans,0.305316,1
2,Kmeans,0.288766,0
2,Kmeans,0.210125,0
2,Kmeans,0.213761,0
2,Kmeans,0.116205,1
2,Kmeans,0.33602,0
2,Kmeans,0.107398,0
2,Kmeans,0.064897,1
2,Kmeans,0.122765,0
2,Kmeans,0.134985,0
2,Kmeans,0.317686,0
2,Kmeans,0.159382,0
2,Kmeans,0.302389,1
2,Kmeans,0.257033,0
2,Kmeans,0.144296,1
2,Kmeans,0.183386,0
2,Kmeans,0.099185,1
2,Kmeans,0.169678,1
2,Kmeans,0.212036,0
2,Kmeans,0.309836,0
2,Kmeans,0.333105,1
2,Kmeans,0.155796,1
2,Kmeans,0.225322,0
2,Kmeans,0.227331,1
2,Kmeans,0.31164,0
2,Kmeans,0.301114,0
2,Kmeans,0.136522,0
2,Kmeans,0.03903,0
2,Kmeans,0.2658,0
2,Kmeans,0.354348,0
2,Kmeans,0.288879,1
2,Kmeans,0.098313,1
2,Kmeans,0.333414,0
2,Kmeans,0.324715,1
2,Kmeans,0.235567,0
2,Kmeans,0.182726,0
2,Kmeans,0.145447,0
2,Kmeans,0.305398,0
2,Kmeans,0.181204,0
2,Kmeans,0.104904,0
2,Kmeans,0.143474,0
2,Kmeans,0.149065,1
2,Kmeans,0.223014,0
2,Kmeans,0.119418,0
2,Kmeans,0.322699,1
2,Kmeans,0.342865,0
2,Kmeans,0.086687,1
2,Kmeans,0.062776,0
2,Kmeans,0.274736,0
2,Kmeans,0.178378,0
2,Kmeans,0.096691,1
2,Kmeans,0.203048,0
2,Kmeans,0.32,1
2,Kmeans,0.180414,1
2,Kmeans,0.341331,0
2,Kmeans,0.094691,0
2,Kmeans,0.244048,0
2,Kmeans,0.311596,0
2,Kmeans,0.06915,0
2,Kmeans,0.32093,1
2,Kmeans,0.155089,1
2,Kmeans,0.285011,0
2,Kmeans,0.134274,0
2,Kmeans,0.255075,0
2,Kmeans,0.092242,1
2,Kmeans,0.111298,1
2,Kmeans,0.15072,1
2,Kmeans,0.080629,0
2,Kmeans,0.139816,0
2,Kmeans,0.113558,0
2,Kmeans,0.134825,1
2,Kmeans,0.168131,0
2,Kmeans,0.280124,0
2,Kmeans,0.152467,0
2,Kmeans,0.197776,1
2,Kmeans,0.326062,0
2,Kmeans,0.207349,1
2,Kmeans,0.094136,1
2,Kmeans,0.19478,0
2,Kmeans,0.312678,0
2,Kmeans,0.211096,1
2,Kmeans,0.327865,0
2,Kmeans,0.18919,0
2,Kmeans,0.159181,0
2,Kmeans,0.274169,1
2,Kmeans,0.204713,0
2,Kmeans,0.343244,0
2,Kmeans,0.244696,0
2,Kmeans,0.318608,1
2,Kmeans,0.020246,1
2,Kmeans,0.347455,1
2,Kmeans,0.096083,1
2,Kmeans,0.215314,0
2,Kmeans,0.256233,0
2,Kmeans,0.254358,0
2,Kmeans,0.254962,0
2,Kmeans,0.218318,0
2,Kmeans,0.212423,1
2,Kmeans,0.175515,0
2,Kmeans,0.168123,0
2,Kmeans,0.235784,0
2,Kmeans,0.200106,0
2,Kmeans,0.133916,0
2,Kmeans,0.233557,0
2,Kmeans,0.156523,1
2,Kmeans,0.30851,0
2,Kmeans,0.126898,0
2,Kmeans,0.199336,0
2,Kmeans,0.190832,0
2,Kmeans,0.328361,1
2,Kmeans,0.282473,0
2,Kmeans,0.169472,0
2,Kmeans,0.289345,0
2,Kmeans,0.254204,0
2,Kmeans,0.257867,1
2,Kmeans,0.143116,0
2,Kmeans,0.091573,1
2,Kmeans,0.165195,0
2,Kmeans,0.166286,1
2,Kmeans,0.313992,1
2,Kmeans,0.044823,1
2,Kmeans,0.110335,0
2,Kmeans,0.266681,1
2,Kmeans,0.11745,0
2,Kmeans,0.243039,0
2,Kmeans,0.065992,1
2,Kmeans,0.181564,0
2,Kmeans,0.302973,0
2,Kmeans,0.280612,0
2,Kmeans,0.262713,0
2,Kmeans,0.34802,1
2,Kmeans,0.101825,0
2,Kmeans,0.187671,0
2,Kmeans,0.21276,1
2,Kmeans,0.205612,1
2,Kmeans,0.016782,0
2,Kmeans,0.186866,0
2,Kmeans,0.191475,0
2,Kmeans,0.338874,1
2,Kmeans,0.185467,0
2,Kmeans,0.27472,0
2,Kmeans,0.214858,0
2,Kmeans,0.120642,0
2,Kmeans,0.333581,0
2,Kmeans,0.355913,0
2,Kmeans,0.082663,1
2,Kmeans,0.28358,0
2,Kmeans,0.193395,0
2,Kmeans,0.298417,0
2,Kmeans,0.157037,0
2,Kmeans,0.168102,0
2,Kmeans,0.134827,0
2,Kmeans,0.044811,0
2,Kmeans,0.21372,0
2,Kmeans,0.272272,0
2,Kmeans,0.203697,0
2,Kmeans,0.334773,1
2,Kmeans,0.124227,0
2,Kmeans,0.161692,0
2,Kmeans,0.256517,0
2,Kmeans,0.335703,0
2,Kmeans,0.239436,0
2,Kmeans,0.191914,0
2,Kmeans,0.326957,1
2,Kmeans,0.143841,1
2,Kmeans,0.218961,1
2,Kmeans,0.194423,0
2,Kmeans,0.138174,0
2,Kmeans,0.322224,1
2,Kmeans,0.184343,1
2,Kmeans,0.312891,0
2,Kmeans,0.242026,1
2,Kmeans,0.169057,1
2,Kmeans,0.311513,1
2,Kmeans,0.039961,1
2,Kmeans,0.291387,1
2,Kmeans,0.323523,0
2,Kmeans,0.148571,0
2,Kmeans,0.209376,0
2,Kmeans,0.222775,0
2,Kmeans,0.157201,0
2,Kmeans,0.264731,0
2,Kmeans,0.235889,1
2,Kmeans,0.311625,0
2,Kmeans,0.317367,0
2,Kmeans,0.303728,1
2,Kmeans,0.302925,1
2,Kmeans,0.175124,0
2,Kmeans,0.089888,0
2,Kmeans,0.093953,0
2,Kmeans,0.359308,1
2,Kmeans,0.258994,1
2,Kmeans,0.213006,1
2,Kmeans,0.0068,0
2,Kmeans,0.245214,0
2,Kmeans,0.014793,0
2,Kmeans,0.207354,0
2,Kmeans,0.133907,1
2,Kmeans,0.352999,0
2,Kmeans,0.190086,0
2,Kmeans,0.25967,1
2,Kmeans,0.236103,1
2,Kmeans,0.284925,1
2,Kmeans,0.13922,0
2,Kmeans,0.205037,1
2,Kmeans,0.154305,1
2,Kmeans,0.187285,0
2,Kmeans,0.173978,0
2,Kmeans,0.18218,1
2,Kmeans,0.01688,1
2,Kmeans,0.024806,0
2,Kmeans,0.155396,1
2,Kmeans,0.073743,1
2,Kmeans,0.2457,0
2,Kmeans,0.19102,0
2,Kmeans,0.243244,0
2,Kmeans,0.337813,1
2,Kmeans,0.290416,0
2,Kmeans,0.250542,0
2,Kmeans,0.092752,1
2,Kmeans,0.270136,1
2,Kmeans,0.105546,0
2,Kmeans,0.182103,0
2,Kmeans,0.243245,0
2,Kmeans,0.122901,0
2,Kmeans,0.183754,1
2,Kmeans,0.112098,0
2,Kmeans,0.303537,0
2,Kmeans,0.110804,0
2,Kmeans,0.174681,0
2,Kmeans,0.299706,0
2,Kmeans,0.153865,0
2,Kmeans,0.33468,1
2,Kmeans,0.356145,0
2,Kmeans,0.330736,0
2,Kmeans,0.048262,0
2,Kmeans,0.116675,1
2,Kmeans,0.343381,1
2,Kmeans,0.263643,0
2,Kmeans,0.274039,1
2,Kmeans,0.305234,0
2,Kmeans,0.053731,0
2,Kmeans,0.057899,0
2,Kmeans,0.319621,1
2,Kmeans,0.031271,0
2,Kmeans,0.183487,0
2,Kmeans,0.357224,0
2,Kmeans,0.244585,0
2,Kmeans,0.348491,1
2,Kmeans,0.071934,1
2,Kmeans,0.092268,1
2,Kmeans,0.215888,0
2,Kmeans,0.262595,0
2,Kmeans,0.030342,1
2,Kmeans,0.042702,0
2,Kmeans,0.359295,0
2,Kmeans,0.15049,0
2,Kmeans,0.324727,0
2,Kmeans,0.184716,0
2,Kmeans,0.314591,0
2,Kmeans,0.173995,0
2,Kmeans,0.23523,0
2,Kmeans,0.304313,0
2,Kmeans,0.195052,1
2,Kmeans,0.169185,0
2,Kmeans,0.266341,0
2,Kmeans,0.115757,0
2,Kmeans,0.326214,1
2,Kmeans,0.315552,1
2,Kmeans,0.327514,0
2,Kmeans,0.190598,0
2,Kmeans,0.221827,0
2,Kmeans,0.294056,1
2,Kmeans,0.283357,0
2,Kmeans,0.063642,0
2,Kmeans,0.327167,1
2,Kmeans,0.113138,0
2,Kmeans,0.047431,0
2,Kmeans,0.302324,0
2,Kmeans,0.094244,0
2,Kmeans,0.153926,1
2,Kmeans,0.293251,1
2,Kmeans,0.229004,0
2,Kmeans,0.185502,0
2,Kmeans,0.281683,0
2,Kmeans,0.215423,1
2,Kmeans,0.357487,0
2,Kmeans,0.205538,0
2,Kmeans,0.249741,0
2,Kmeans,0.22186,0
2,Kmeans,0.207556,0
2,Kmeans,0.188995,0
2,Kmeans,0.146848,0
2,Kmeans,0.264152,0
2,Kmeans,0.063775,0
2,Kmeans,0.198741,0
2,Kmeans,0.084898,1
2,Kmeans,0.25492,0
2,Kmeans,0.197636,0
2,Kmeans,0.22364,0
2,Kmeans,0.007385,0
2,Kmeans,0.292856,0
2,Kmeans,0.303955,0
2,Kmeans,0.336032,0
2,Kmeans,0.308619,0
2,Kmeans,0.220907,0
2,Kmeans,0.187501,0
2,Kmeans,0.163158,1
2,Kmeans,0.309957,0
2,Kmeans,0.284211,1
2,Kmeans,0.080801,1
2,Kmeans,0.327643,0
2,Kmeans,0.039105,0
2,Kmeans,0.283744,1
2,Kmeans,0.167864,0
2,Kmeans,0.3332,1
2,Kmeans,0.125404,0
2,Kmeans,0.329108,1
2,Kmeans,0.170385,0
2,Kmeans,0.178206,0
2,Kmeans,0.143293,1
2,Kmeans,0.195381,0
2,Kmeans,0.187614,0
2,Kmeans,0.175812,0
2,Kmeans,0.353886,0
2,Kmeans,0.264243,0
